"lon","lat","cmedv","crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","b","lstat"
-70.9602,42.127,18.5,0.03041,0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56
-70.9633,42.1374,20.6,0.03306,0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51
-70.9675,42.144,19,0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74
-70.965,42.1503,18.7,0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29
-70.8875,42.1465,32.7,0.01301,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49
-70.915,42.16,16.5,0.02498,0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65
-70.937,42.1475,23.9,0.02543,55,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18
-70.9325,42.123,31.2,0.03049,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61
-70.947,42.0725,17.5,0.03113,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53
-70.9501,42.0825,17.2,0.06162,0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67
-70.9275,42.0795,23.1,0.0187,85,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36
-70.92,42.1016,24.5,0.01501,80,2.01,0,0.435,6.635,29.7,8.344,4,280,17,390.94,5.99
-70.855,42.13,26.6,0.02899,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89
-70.833,42.115,22.9,0.06211,40,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98
-70.83,42.0775,24.1,0.0795,60,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49
-70.81,42.059,18.6,0.07244,60,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79
-70.83,42.0485,30.1,0.01709,90,2.02,0,0.41,6.728,36.1,12.1265,5,187,17,384.46,4.5
-70.853,42.052,18.2,0.04301,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22,382.8,8.05
-70.8525,42.03,20.6,0.10659,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22,376.04,5.57
-71.083,42.2172,17.8,8.98296,0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2,377.73,17.6
-71.095,42.212,21.7,3.8497,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.2,391.34,13.27
-71.1007,42.21,22.7,5.20177,0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2,395.43,11.48
-71.093,42.207,22.6,4.26131,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67
-71.0905,42.2033,25,4.54192,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.2,374.56,7.79
-71.0865,42.21,19.9,3.83684,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19
-71.081,42.208,20.8,3.67822,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19
-71.0865,42.215,16.8,4.22239,0,18.1,1,0.77,5.803,89,1.9047,24,666,20.2,353.04,14.64
-71.059,42.2098,21.9,3.47428,0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,354.55,5.29
-71.0595,42.2075,27.5,4.55587,0,18.1,0,0.718,3.561,87.9,1.6132,24,666,20.2,354.7,7.12
-71.054,42.2052,21.9,3.69695,0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14
-71.0508,42.207,23.1,13.5222,0,18.1,0,0.631,3.863,100,1.5106,24,666,20.2,131.42,13.33
-71.048,42.2105,50,4.89822,0,18.1,0,0.631,4.97,100,1.3325,24,666,20.2,375.52,3.26
-71.0497,42.2125,50,5.66998,0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73
-71.0422,42.2144,50,6.53876,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96
-71.0417,42.216,50,9.2323,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.2,366.15,9.53
-71.0397,42.2182,50,8.26725,0,18.1,1,0.668,5.875,89.6,1.1296,24,666,20.2,347.88,8.88
-71.0339,42.2207,13.8,11.1081,0,18.1,0,0.668,4.906,100,1.1742,24,666,20.2,396.9,34.77
-71.0346,42.2187,13.8,18.4982,0,18.1,0,0.668,4.138,100,1.137,24,666,20.2,396.9,37.97
-71.0367,42.224,15,19.6091,0,18.1,0,0.671,7.313,97.9,1.3163,24,666,20.2,396.9,13.44
-71.034,42.226,13.9,15.288,0,18.1,0,0.671,6.649,93.3,1.3449,24,666,20.2,363.02,23.24
-71.038,42.2265,13.3,9.82349,0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,396.9,21.24
-71.04,42.2248,13.1,23.6482,0,18.1,0,0.671,6.38,96.2,1.3861,24,666,20.2,396.9,23.69
-71.04,42.2275,10.2,17.8667,0,18.1,0,0.671,6.223,100,1.3861,24,666,20.2,393.74,21.78
-71.046,42.23,10.4,88.9762,0,18.1,0,0.671,6.968,91.9,1.4165,24,666,20.2,396.9,17.21
-71.041,42.229,10.9,15.8744,0,18.1,0,0.671,6.545,99.1,1.5192,24,666,20.2,396.9,21.08
-71.023,42.2287,11.3,9.18702,0,18.1,0,0.7,5.536,100,1.5804,24,666,20.2,396.9,23.6
-71.0215,42.227,12.3,7.99248,0,18.1,0,0.7,5.52,100,1.5331,24,666,20.2,396.9,24.56
-71.0245,42.2235,8.8,20.0849,0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63
-71.0235,42.2213,7.2,16.8118,0,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81
-71.0228,42.2231,10.5,24.3938,0,18.1,0,0.7,4.652,100,1.4672,24,666,20.2,396.9,28.28
-71.0215,42.2248,7.4,22.5971,0,18.1,0,0.7,5,89.5,1.5184,24,666,20.2,396.9,31.99
-71.0195,42.2255,10.2,14.3337,0,18.1,0,0.7,4.88,100,1.5895,24,666,20.2,372.92,30.62
-71.0168,42.2281,11.5,8.15174,0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85
-71.0109,42.23,15.1,6.96215,0,18.1,0,0.7,5.713,97,1.9265,24,666,20.2,394.43,17.11
-71.0035,42.233,23.2,5.29305,0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76
-71.02,42.2205,9.7,11.5779,0,18.1,0,0.7,5.036,97,1.77,24,666,20.2,396.9,25.68
-71.0167,42.201,13.8,8.64476,0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17
-71.02,42.1993,12.7,13.3598,0,18.1,0,0.693,5.887,94.7,1.7821,24,666,20.2,396.9,16.35
-71.022,42.1996,13.1,8.71675,0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12
-71.026,42.1993,12.5,5.87205,0,18.1,0,0.693,6.405,96,1.6768,24,666,20.2,396.9,19.37
-71.025,42.2024,8.5,7.67202,0,18.1,0,0.693,5.747,98.9,1.6334,24,666,20.2,393.1,19.92
-71.023,42.209,5,38.3518,0,18.1,0,0.693,5.453,100,1.4896,24,666,20.2,396.9,30.59
-71.033,42.2032,6.3,9.91655,0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97
-71.0326,42.2011,5.6,25.0461,0,18.1,0,0.693,5.987,100,1.5888,24,666,20.2,396.9,26.77
-71.03,42.2015,7.2,14.2362,0,18.1,0,0.693,6.343,100,1.5741,24,666,20.2,396.9,20.32
-71.03,42.1988,12.1,9.59571,0,18.1,0,0.693,6.404,100,1.639,24,666,20.2,376.11,20.31
-71.0332,42.198,8.3,24.8017,0,18.1,0,0.693,5.349,96,1.7028,24,666,20.2,396.9,19.77
-71.0345,42.2001,8.5,41.5292,0,18.1,0,0.693,5.531,85.4,1.6074,24,666,20.2,329.46,27.38
-71.032,42.2057,5,67.9208,0,18.1,0,0.693,5.683,100,1.4254,24,666,20.2,384.97,22.98
-71.039,42.2198,11.9,20.7162,0,18.1,0,0.659,4.138,100,1.1781,24,666,20.2,370.22,23.34
-71.0427,42.209,27.9,11.9511,0,18.1,0,0.659,5.608,100,1.2852,24,666,20.2,332.09,12.13
-71.0437,42.205,17.2,7.40389,0,18.1,0,0.597,5.617,97.9,1.4547,24,666,20.2,314.64,26.4
-71.0455,42.206,27.5,14.4383,0,18.1,0,0.597,6.852,100,1.4655,24,666,20.2,179.36,19.78
-71.0462,42.2075,15,51.1358,0,18.1,0,0.597,5.757,100,1.413,24,666,20.2,2.6,10.11
-71.0487,42.2048,17.2,14.0507,0,18.1,0,0.597,6.657,100,1.5275,24,666,20.2,35.05,21.22
-71.047,42.203,17.9,18.811,0,18.1,0,0.597,4.628,100,1.5539,24,666,20.2,28.79,34.37
-71.0451,42.2015,16.3,28.6558,0,18.1,0,0.597,5.155,100,1.5894,24,666,20.2,210.97,20.08
-71.042,42.1985,7,45.7461,0,18.1,0,0.693,4.519,100,1.6582,24,666,20.2,88.27,36.98
-71.0455,42.1953,7.2,18.0846,0,18.1,0,0.679,6.434,100,1.8347,24,666,20.2,27.25,29.05
-71.0477,42.1965,7.5,10.8342,0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79
-71.0498,42.2007,10.4,25.9406,0,18.1,0,0.679,5.304,89.1,1.6475,24,666,20.2,127.36,26.64
-71.0525,42.1989,8.8,73.5341,0,18.1,0,0.679,5.957,100,1.8026,24,666,20.2,16.45,20.62
-71.0586,42.1999,8.4,11.8123,0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74
-71.0618,42.199,16.7,11.0874,0,18.1,0,0.718,6.411,100,1.8589,24,666,20.2,318.75,15.02
-71.065,42.2018,14.2,7.02259,0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7
-71.0665,42.197,20.8,12.0482,0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.1
-71.0619,42.1948,13.4,7.05042,0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29
-71.059,42.192,11.7,8.79212,0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16
-71.0577,42.1967,8.3,15.8603,0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39
-71.0558,42.1937,10.2,12.2472,0,18.1,0,0.584,5.837,59.7,1.9976,24,666,20.2,24.65,15.69
-71.0542,42.1961,10.9,37.6619,0,18.1,0,0.679,6.202,78.7,1.8629,24,666,20.2,18.82,14.52
-71.0521,42.194,11,7.36711,0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52
-71.0485,42.192,9.5,9.33889,0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08
-71.0547,42.189,14.5,8.49213,0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64
-71.0505,42.188,14.1,10.0623,0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69
-71.052,42.1854,16.1,6.44405,0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03
-71.0495,42.1815,14.3,5.58107,0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22
-71.0475,42.1842,11.7,13.9134,0,18.1,0,0.713,6.208,95,2.2222,24,666,20.2,100.63,15.17
-71.046,42.1867,13.4,11.1604,0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27
-71.0455,42.1893,9.6,14.4208,0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05
-71.0445,42.1917,8.2,15.1772,0,18.1,0,0.74,6.152,100,1.9142,24,666,20.2,9.32,26.45
-71.0445,42.1938,8.4,13.6781,0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02
-71.037,42.194,12.8,9.39063,0,18.1,0,0.74,5.627,93.9,1.8172,24,666,20.2,396.9,22.88
-71.0321,42.1925,10.5,22.0511,0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,22.11
-71.0345,42.185,17.1,9.72418,0,18.1,0,0.74,6.406,97.2,2.0651,24,666,20.2,385.96,19.52
-71.034,42.189,14.8,5.66637,0,18.1,0,0.74,6.219,100,2.0048,24,666,20.2,395.69,16.59
-71.0378,42.1892,15.4,9.96654,0,18.1,0,0.74,6.485,100,1.9784,24,666,20.2,386.73,18.85
-71.0405,42.192,10.8,12.8023,0,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79
-71.0425,42.189,11.8,10.6718,0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98
-71.039,42.1868,14.9,6.28807,0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79
-71.037,42.184,12.6,9.92485,0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44
-71.04,42.182,14.1,9.32909,0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13
-71.0428,42.1845,13,7.52601,0,18.1,0,0.713,6.417,98.3,2.185,24,666,20.2,304.21,19.31
-71.046,42.181,13.4,6.71772,0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44
-71.041,42.1795,15.2,5.44114,0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,355.29,17.73
-71.034,42.179,16.1,5.09017,0,18.1,0,0.713,6.297,91.8,2.3682,24,666,20.2,385.09,17.27
-71.04,42.177,17.8,8.24809,0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74
-71.0455,42.1768,14.4,9.51363,0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71
-71.051,42.178,14.1,4.75237,0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13
-71.0517,42.1735,12.7,4.66883,0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01
-71.0515,42.17,13.5,8.20058,0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,3.5,16.94
-71.0475,42.169,14.9,7.75223,0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23
-71.043,42.169,20,6.80117,0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7
-71.043,42.1728,16.4,4.81213,0,18.1,0,0.713,6.701,90,2.5975,24,666,20.2,255.23,16.42
-71.035,42.1745,17.7,3.69311,0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65
-71.031,42.1695,19.5,6.65492,0,18.1,0,0.713,6.317,83,2.7344,24,666,20.2,396.9,13.99
-71.0358,42.1675,20.2,5.82115,0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29
-71.045,42.164,21.4,7.83932,0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22
-71.055,42.165,19.9,3.1636,0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2,334.4,14.13
-71.055,42.1685,19,3.77498,0,18.1,0,0.655,5.952,84.7,2.8715,24,666,20.2,22.01,17.15
-71.066,42.178,19.1,4.42228,0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.2,331.29,21.32
-71.07,42.168,19.1,15.5757,0,18.1,0,0.58,5.926,71,2.9084,24,666,20.2,368.74,18.13
-71.069,42.1725,20.1,13.0751,0,18.1,0,0.58,5.713,56.7,2.8237,24,666,20.2,396.9,14.76
-71.074,42.168,19.9,4.34879,0,18.1,0,0.58,6.167,84,3.0334,24,666,20.2,396.9,16.29
-71.0825,42.1698,19.6,4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87
-71.0833,42.175,23.2,3.56868,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.2,393.37,14.36
-71.0732,42.184,29.8,4.64689,0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,11.66
-71.055,42.183,13.8,8.05579,0,18.1,0,0.584,5.427,95.4,2.4298,24,666,20.2,352.58,18.14
-71.0511,42.1879,13.3,6.39312,0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1
-71.0565,42.188,16.7,4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68
-71.0528,42.192,12,15.0234,0,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91
-71.0558,42.1913,14.6,10.233,0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03
-71.067,42.1945,21.4,14.3337,0,18.1,0,0.614,6.229,88,1.9512,24,666,20.2,383.32,13.11
-71.1008,42.174,23,5.82401,0,18.1,0,0.532,6.242,64.7,3.4242,24,666,20.2,396.9,10.74
-71.095,42.173,23.7,5.70818,0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74
-71.09,42.1665,25,5.73116,0,18.1,0,0.532,7.061,77,3.4106,24,666,20.2,395.28,7.01
-71.0975,42.1608,21.8,2.81838,0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42
-71.0804,42.154,20.6,2.37857,0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34
-71.075,42.1455,21.2,3.67367,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58
-71.0715,42.155,19.1,5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98
-71.065,42.161,20.6,4.83567,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45
-71.0189,42.2344,15.2,0.15086,0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06
-71.0228,42.2335,7,0.18337,0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97
-71.0245,42.2368,8.1,0.20746,0,27.74,0,0.609,5.093,98,1.8226,4,711,20.1,318.43,29.68
-71.016,42.2382,13.6,0.10574,0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07
-71.0297,42.2447,20.1,0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35
-71.0125,42.2462,21.8,0.17331,0,9.69,0,0.585,5.707,54,2.3817,6,391,19.2,396.9,12.01
-71.0125,42.25,24.5,0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59
-71.0105,42.2547,23.1,0.17899,0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6
-71.001,42.2525,19.7,0.2896,0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14
-70.9947,42.2496,18.3,0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1
-71.005,42.2455,21.2,0.23912,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92
-70.9985,42.243,17.5,0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1
-70.992,42.238,16.8,0.22438,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33
-70.986,42.2312,22.4,0.06263,0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21,391.99,9.67
-70.991,42.2275,20.6,0.04527,0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21,396.9,9.08
-70.9948,42.226,23.9,0.06076,0,11.93,0,0.573,6.976,91,2.1675,1,273,21,396.9,5.64
-70.9875,42.224,22,0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21,393.45,6.48
-70.9825,42.221,19,0.04741,0,11.93,0,0.573,6.03,80.8,2.505,1,273,21,396.9,7.88
